sandboxLog;lambdaLog;timestamp
;{'time': 76500, 'best_bid': 1076, 'best_ask': 1084, 'bidPrice': 1079.0, 'askPrice': 1081.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1778.993, 'humidity': 81.28812};76500
;{'time': 76600, 'best_bid': 1078, 'best_ask': 1085, 'bidPrice': 1080.5, 'askPrice': 1082.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1778.5808, 'humidity': 81.301605};76600
;{'time': 76700, 'best_bid': 1077, 'best_ask': 1084, 'bidPrice': 1079.5, 'askPrice': 1081.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1778.1692, 'humidity': 81.31512};76700
;{'time': 76800, 'best_bid': 1076, 'best_ask': 1083, 'bidPrice': 1079.0, 'askPrice': 1080.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1777.758, 'humidity': 81.32864};76800
;{'time': 76900, 'best_bid': 1077, 'best_ask': 1084, 'bidPrice': 1079.5, 'askPrice': 1081.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1777.3474, 'humidity': 81.342186};76900
;{'time': 77000, 'best_bid': 1078, 'best_ask': 1085, 'bidPrice': 1080.5, 'askPrice': 1082.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1776.9374, 'humidity': 81.355736};77000
;{'time': 77100, 'best_bid': 1077, 'best_ask': 1084, 'bidPrice': 1079.5, 'askPrice': 1081.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1776.5277, 'humidity': 81.36931};77100
;{'time': 77200, 'best_bid': 1076, 'best_ask': 1083, 'bidPrice': 1078.5, 'askPrice': 1080.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1776.1187, 'humidity': 81.38289};77200
;{'time': 77300, 'best_bid': 1075, 'best_ask': 1083, 'bidPrice': 1078.0, 'askPrice': 1080.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1775.7101, 'humidity': 81.396484};77300
;{'time': 77400, 'best_bid': 1077, 'best_ask': 1084, 'bidPrice': 1080.0, 'askPrice': 1081.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1775.302, 'humidity': 81.410095};77400
;{'time': 77500, 'best_bid': 1077, 'best_ask': 1084, 'bidPrice': 1079.5, 'askPrice': 1081.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1774.8944, 'humidity': 81.42373};77500
;{'time': 77600, 'best_bid': 1077, 'best_ask': 1084, 'bidPrice': 1079.5, 'askPrice': 1081.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1774.4874, 'humidity': 81.43737};77600
;{'time': 77700, 'best_bid': 1078, 'best_ask': 1085, 'bidPrice': 1081.0, 'askPrice': 1082.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1774.0809, 'humidity': 81.45103};77700
;{'time': 77800, 'best_bid': 1078, 'best_ask': 1085, 'bidPrice': 1081.0, 'askPrice': 1082.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1773.6749, 'humidity': 81.4647};77800
;{'time': 77900, 'best_bid': 1075, 'best_ask': 1082, 'bidPrice': 1078.0, 'askPrice': 1079.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1773.2695, 'humidity': 81.478386};77900
;{'time': 78000, 'best_bid': 1075, 'best_ask': 1082, 'bidPrice': 1077.5, 'askPrice': 1079.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1772.8646, 'humidity': 81.49209};78000
;{'time': 78100, 'best_bid': 1076, 'best_ask': 1083, 'bidPrice': 1078.5, 'askPrice': 1080.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1772.4602, 'humidity': 81.505806};78100
;{'time': 78200, 'best_bid': 1073, 'best_ask': 1080, 'bidPrice': 1076.0, 'askPrice': 1077.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1772.0563, 'humidity': 81.51954};78200
;{'time': 78300, 'best_bid': 1072, 'best_ask': 1079, 'bidPrice': 1075.0, 'askPrice': 1076.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1771.653, 'humidity': 81.53329};78300
;{'time': 78400, 'best_bid': 1072, 'best_ask': 1079, 'bidPrice': 1074.5, 'askPrice': 1076.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1771.2502, 'humidity': 81.54705};78400
;{'time': 78500, 'best_bid': 1072, 'best_ask': 1079, 'bidPrice': 1074.5, 'askPrice': 1076.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1770.8479, 'humidity': 81.56083};78500
;{'time': 78600, 'best_bid': 1072, 'best_ask': 1079, 'bidPrice': 1074.5, 'askPrice': 1076.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1770.4462, 'humidity': 81.57462};78600
;{'time': 78700, 'best_bid': 1072, 'best_ask': 1079, 'bidPrice': 1074.5, 'askPrice': 1076.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1770.045, 'humidity': 81.58844};78700
;{'time': 78800, 'best_bid': 1073, 'best_ask': 1080, 'bidPrice': 1075.5, 'askPrice': 1077.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1769.6444, 'humidity': 81.602264};78800
;{'time': 78900, 'best_bid': 1072, 'best_ask': 1080, 'bidPrice': 1075.0, 'askPrice': 1077.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1769.2443, 'humidity': 81.616104};78900
;{'time': 79000, 'best_bid': 1074, 'best_ask': 1081, 'bidPrice': 1076.5, 'askPrice': 1078.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1768.8447, 'humidity': 81.62997};79000
;{'time': 79100, 'best_bid': 1075, 'best_ask': 1082, 'bidPrice': 1077.5, 'askPrice': 1079.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1768.4457, 'humidity': 81.64384};79100
;{'time': 79200, 'best_bid': 1075, 'best_ask': 1082, 'bidPrice': 1078.0, 'askPrice': 1079.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1768.0472, 'humidity': 81.65773};79200
;{'time': 79300, 'best_bid': 1075, 'best_ask': 1082, 'bidPrice': 1077.5, 'askPrice': 1079.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1767.6494, 'humidity': 81.67164};79300
;{'time': 79400, 'best_bid': 1074, 'best_ask': 1081, 'bidPrice': 1077.0, 'askPrice': 1078.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1767.2521, 'humidity': 81.68556};79400
;{'time': 79500, 'best_bid': 1073, 'best_ask': 1080, 'bidPrice': 1076.0, 'askPrice': 1077.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1766.8552, 'humidity': 81.6995};79500
;{'time': 79600, 'best_bid': 1074, 'best_ask': 1081, 'bidPrice': 1077.0, 'askPrice': 1078.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1766.459, 'humidity': 81.713455};79600
;{'time': 79700, 'best_bid': 1074, 'best_ask': 1081, 'bidPrice': 1076.5, 'askPrice': 1078.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1766.0634, 'humidity': 81.727425};79700
;{'time': 79800, 'best_bid': 1073, 'best_ask': 1080, 'bidPrice': 1075.5, 'askPrice': 1077.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1765.6682, 'humidity': 81.74141};79800
;{'time': 79900, 'best_bid': 1072, 'best_ask': 1076, 'bidPrice': 1075.0, 'askPrice': 1076.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1765.2737, 'humidity': 81.75542};79900
;{'time': 80000, 'best_bid': 1074, 'best_ask': 1081, 'bidPrice': 1076.5, 'askPrice': 1078.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1764.8798, 'humidity': 81.76944};80000
;{'time': 80100, 'best_bid': 1073, 'best_ask': 1080, 'bidPrice': 1076.0, 'askPrice': 1077.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1764.4863, 'humidity': 81.78348};80100
;{'time': 80200, 'best_bid': 1073, 'best_ask': 1080, 'bidPrice': 1075.5, 'askPrice': 1077.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1764.0934, 'humidity': 81.79753};80200
;{'time': 80300, 'best_bid': 1072, 'best_ask': 1079, 'bidPrice': 1074.5, 'askPrice': 1076.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1763.7012, 'humidity': 81.8116};80300
;{'time': 80400, 'best_bid': 1072, 'best_ask': 1079, 'bidPrice': 1074.5, 'askPrice': 1076.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1763.3094, 'humidity': 81.82569};80400
;{'time': 80500, 'best_bid': 1073, 'best_ask': 1080, 'bidPrice': 1076.0, 'askPrice': 1077.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1762.9183, 'humidity': 81.8398};80500
;{'time': 80600, 'best_bid': 1072, 'best_ask': 1079, 'bidPrice': 1074.5, 'askPrice': 1076.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1762.5278, 'humidity': 81.85392};80600
;{'time': 80700, 'best_bid': 1073, 'best_ask': 1080, 'bidPrice': 1076.0, 'askPrice': 1077.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1762.1378, 'humidity': 81.86806};80700
;{'time': 80800, 'best_bid': 1075, 'best_ask': 1082, 'bidPrice': 1077.5, 'askPrice': 1079.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1761.7484, 'humidity': 81.88221};80800
;{'time': 80900, 'best_bid': 1077, 'best_ask': 1084, 'bidPrice': 1079.5, 'askPrice': 1081.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1761.3596, 'humidity': 81.896385};80900
;{'time': 81000, 'best_bid': 1077, 'best_ask': 1084, 'bidPrice': 1079.5, 'askPrice': 1081.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1760.9713, 'humidity': 81.910576};81000
;{'time': 81100, 'best_bid': 1077, 'best_ask': 1084, 'bidPrice': 1079.5, 'askPrice': 1081.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1760.5837, 'humidity': 81.92478};81100
;{'time': 81200, 'best_bid': 1077, 'best_ask': 1084, 'bidPrice': 1079.5, 'askPrice': 1081.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1760.1967, 'humidity': 81.93901};81200
;{'time': 81300, 'best_bid': 1078, 'best_ask': 1085, 'bidPrice': 1080.5, 'askPrice': 1082.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1759.8102, 'humidity': 81.953255};81300
;{'time': 81400, 'best_bid': 1079, 'best_ask': 1086, 'bidPrice': 1082.0, 'askPrice': 1083.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1759.4243, 'humidity': 81.967514};81400
;{'time': 81500, 'best_bid': 1079, 'best_ask': 1086, 'bidPrice': 1082.0, 'askPrice': 1083.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1759.0391, 'humidity': 81.98179};81500
;{'time': 81600, 'best_bid': 1079, 'best_ask': 1086, 'bidPrice': 1082.0, 'askPrice': 1083.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1758.6544, 'humidity': 81.996086};81600
;{'time': 81700, 'best_bid': 1082, 'best_ask': 1086, 'bidPrice': 1082.0, 'askPrice': 1083.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1758.2703, 'humidity': 82.0104};81700
;{'time': 81800, 'best_bid': 1079, 'best_ask': 1086, 'bidPrice': 1082.0, 'askPrice': 1083.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1757.8868, 'humidity': 82.02473};81800
;{'time': 81900, 'best_bid': 1078, 'best_ask': 1085, 'bidPrice': 1080.5, 'askPrice': 1082.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1757.5039, 'humidity': 82.03908};81900
;{'time': 82000, 'best_bid': 1078, 'best_ask': 1085, 'bidPrice': 1081.0, 'askPrice': 1082.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1757.1216, 'humidity': 82.053444};82000
;{'time': 82100, 'best_bid': 1080, 'best_ask': 1084, 'bidPrice': 1082.5, 'askPrice': 1084.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1756.74, 'humidity': 82.06783};82100
;{'time': 82200, 'best_bid': 1081, 'best_ask': 1088, 'bidPrice': 1083.5, 'askPrice': 1085.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1756.3589, 'humidity': 82.08224};82200
;{'time': 82300, 'best_bid': 1079, 'best_ask': 1086, 'bidPrice': 1082.0, 'askPrice': 1083.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1755.9784, 'humidity': 82.09666};82300
;{'time': 82400, 'best_bid': 1080, 'best_ask': 1087, 'bidPrice': 1083.0, 'askPrice': 1084.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1755.5985, 'humidity': 82.1111};82400
;{'time': 82500, 'best_bid': 1082, 'best_ask': 1089, 'bidPrice': 1084.5, 'askPrice': 1086.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1755.2194, 'humidity': 82.12556};82500
;{'time': 82600, 'best_bid': 1082, 'best_ask': 1089, 'bidPrice': 1085.0, 'askPrice': 1086.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1754.8407, 'humidity': 82.14003};82600
;{'time': 82700, 'best_bid': 1084, 'best_ask': 1091, 'bidPrice': 1086.5, 'askPrice': 1088.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1754.4626, 'humidity': 82.154526};82700
;{'time': 82800, 'best_bid': 1084, 'best_ask': 1091, 'bidPrice': 1086.5, 'askPrice': 1088.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1754.0853, 'humidity': 82.16904};82800
;{'time': 82900, 'best_bid': 1084, 'best_ask': 1091, 'bidPrice': 1086.5, 'askPrice': 1088.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1753.7085, 'humidity': 82.18357};82900
;{'time': 83000, 'best_bid': 1084, 'best_ask': 1091, 'bidPrice': 1087.0, 'askPrice': 1088.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1753.3324, 'humidity': 82.19812};83000
;{'time': 83100, 'best_bid': 1084, 'best_ask': 1091, 'bidPrice': 1086.5, 'askPrice': 1088.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1752.9568, 'humidity': 82.21269};83100
;{'time': 83200, 'best_bid': 1084, 'best_ask': 1091, 'bidPrice': 1086.5, 'askPrice': 1088.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1752.5819, 'humidity': 82.22728};83200
;{'time': 83300, 'best_bid': 1084, 'best_ask': 1091, 'bidPrice': 1086.5, 'askPrice': 1088.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1752.2076, 'humidity': 82.24188};83300
;{'time': 83400, 'best_bid': 1083, 'best_ask': 1090, 'bidPrice': 1085.5, 'askPrice': 1087.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1751.834, 'humidity': 82.25651};83400
;{'time': 83500, 'best_bid': 1082, 'best_ask': 1089, 'bidPrice': 1085.0, 'askPrice': 1086.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1751.461, 'humidity': 82.27116};83500
;{'time': 83600, 'best_bid': 1082, 'best_ask': 1089, 'bidPrice': 1085.0, 'askPrice': 1086.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1751.0886, 'humidity': 82.28582};83600
;{'time': 83700, 'best_bid': 1083, 'best_ask': 1090, 'bidPrice': 1085.5, 'askPrice': 1087.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1750.7169, 'humidity': 82.3005};83700
;{'time': 83800, 'best_bid': 1086, 'best_ask': 1090, 'bidPrice': 1085.0, 'askPrice': 1087.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1750.3458, 'humidity': 82.3152};83800
;{'time': 83900, 'best_bid': 1082, 'best_ask': 1090, 'bidPrice': 1085.0, 'askPrice': 1087.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1749.9753, 'humidity': 82.329926};83900
;{'time': 84000, 'best_bid': 1083, 'best_ask': 1090, 'bidPrice': 1086.0, 'askPrice': 1087.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1749.6055, 'humidity': 82.344666};84000
;{'time': 84100, 'best_bid': 1083, 'best_ask': 1090, 'bidPrice': 1085.5, 'askPrice': 1087.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1749.2363, 'humidity': 82.35943};84100
;{'time': 84200, 'best_bid': 1085, 'best_ask': 1089, 'bidPrice': 1085.0, 'askPrice': 1086.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1748.8678, 'humidity': 82.37421};84200
;{'time': 84300, 'best_bid': 1084, 'best_ask': 1088, 'bidPrice': 1084.0, 'askPrice': 1085.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1748.4999, 'humidity': 82.389};84300
;{'time': 84400, 'best_bid': 1082, 'best_ask': 1089, 'bidPrice': 1084.5, 'askPrice': 1086.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1748.1326, 'humidity': 82.403824};84400
;{'time': 84500, 'best_bid': 1080, 'best_ask': 1087, 'bidPrice': 1083.0, 'askPrice': 1084.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1747.766, 'humidity': 82.41866};84500
;{'time': 84600, 'best_bid': 1081, 'best_ask': 1085, 'bidPrice': 1083.5, 'askPrice': 1085.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1747.4, 'humidity': 82.43352};84600
;{'time': 84700, 'best_bid': 1079, 'best_ask': 1086, 'bidPrice': 1081.5, 'askPrice': 1083.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1747.0348, 'humidity': 82.448395};84700
;{'time': 84800, 'best_bid': 1078, 'best_ask': 1085, 'bidPrice': 1081.0, 'askPrice': 1082.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1746.6702, 'humidity': 82.463295};84800
;{'time': 84900, 'best_bid': 1077, 'best_ask': 1084, 'bidPrice': 1080.0, 'askPrice': 1081.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1746.3062, 'humidity': 82.47821};84900
;{'time': 85000, 'best_bid': 1077, 'best_ask': 1084, 'bidPrice': 1079.5, 'askPrice': 1081.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1745.9429, 'humidity': 82.49315};85000
;{'time': 85100, 'best_bid': 1076, 'best_ask': 1083, 'bidPrice': 1079.0, 'askPrice': 1080.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1745.5802, 'humidity': 82.50811};85100
;{'time': 85200, 'best_bid': 1076, 'best_ask': 1083, 'bidPrice': 1078.5, 'askPrice': 1080.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1745.2181, 'humidity': 82.52309};85200
;{'time': 85300, 'best_bid': 1078, 'best_ask': 1085, 'bidPrice': 1080.5, 'askPrice': 1082.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1744.8569, 'humidity': 82.538086};85300
;{'time': 85400, 'best_bid': 1079, 'best_ask': 1086, 'bidPrice': 1082.0, 'askPrice': 1083.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1744.4962, 'humidity': 82.5531};85400
;{'time': 85500, 'best_bid': 1079, 'best_ask': 1086, 'bidPrice': 1081.5, 'askPrice': 1083.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1744.1362, 'humidity': 82.56814};85500
;{'time': 85600, 'best_bid': 1080, 'best_ask': 1087, 'bidPrice': 1083.0, 'askPrice': 1084.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1743.7769, 'humidity': 82.5832};85600
;{'time': 85700, 'best_bid': 1081, 'best_ask': 1088, 'bidPrice': 1084.0, 'askPrice': 1085.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1743.4182, 'humidity': 82.59828};85700
;{'time': 85800, 'best_bid': 1079, 'best_ask': 1086, 'bidPrice': 1082.0, 'askPrice': 1083.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1743.0603, 'humidity': 82.61338};85800
;{'time': 85900, 'best_bid': 1079, 'best_ask': 1086, 'bidPrice': 1082.0, 'askPrice': 1083.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1742.703, 'humidity': 82.6285};85900
;{'time': 86000, 'best_bid': 1079, 'best_ask': 1087, 'bidPrice': 1082.0, 'askPrice': 1084.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1742.3463, 'humidity': 82.64364};86000
;{'time': 86100, 'best_bid': 1079, 'best_ask': 1086, 'bidPrice': 1082.0, 'askPrice': 1083.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1741.9905, 'humidity': 82.658806};86100
;{'time': 86200, 'best_bid': 1078, 'best_ask': 1085, 'bidPrice': 1081.0, 'askPrice': 1082.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1741.6351, 'humidity': 82.67399};86200
;{'time': 86300, 'best_bid': 1078, 'best_ask': 1086, 'bidPrice': 1081.0, 'askPrice': 1083.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1741.2806, 'humidity': 82.68919};86300
;{'time': 86400, 'best_bid': 1078, 'best_ask': 1085, 'bidPrice': 1081.0, 'askPrice': 1082.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1740.9268, 'humidity': 82.704414};86400
;{'time': 86500, 'best_bid': 1081, 'best_ask': 1085, 'bidPrice': 1081.0, 'askPrice': 1082.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1740.5735, 'humidity': 82.719666};86500
;{'time': 86600, 'best_bid': 1078, 'best_ask': 1085, 'bidPrice': 1080.5, 'askPrice': 1082.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1740.2211, 'humidity': 82.73493};86600
;{'time': 86700, 'best_bid': 1078, 'best_ask': 1085, 'bidPrice': 1080.5, 'askPrice': 1082.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1739.8693, 'humidity': 82.75022};86700
;{'time': 86800, 'best_bid': 1078, 'best_ask': 1085, 'bidPrice': 1080.5, 'askPrice': 1082.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1739.5181, 'humidity': 82.765526};86800
;{'time': 86900, 'best_bid': 1079, 'best_ask': 1086, 'bidPrice': 1082.0, 'askPrice': 1083.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1739.1676, 'humidity': 82.78086};86900
;{'time': 87000, 'best_bid': 1080, 'best_ask': 1087, 'bidPrice': 1083.0, 'askPrice': 1084.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1738.818, 'humidity': 82.79621};87000
;{'time': 87100, 'best_bid': 1082, 'best_ask': 1089, 'bidPrice': 1085.0, 'askPrice': 1086.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1738.4689, 'humidity': 82.811584};87100
;{'time': 87200, 'best_bid': 1081, 'best_ask': 1088, 'bidPrice': 1084.0, 'askPrice': 1085.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1738.1206, 'humidity': 82.82698};87200
;{'time': 87300, 'best_bid': 1081, 'best_ask': 1088, 'bidPrice': 1083.5, 'askPrice': 1085.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1737.773, 'humidity': 82.8424};87300
;{'time': 87400, 'best_bid': 1082, 'best_ask': 1089, 'bidPrice': 1084.5, 'askPrice': 1086.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1737.426, 'humidity': 82.85784};87400
;{'time': 87500, 'best_bid': 1081, 'best_ask': 1089, 'bidPrice': 1084.0, 'askPrice': 1086.0, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1737.0798, 'humidity': 82.8733};87500
;{'time': 87600, 'best_bid': 1083, 'best_ask': 1090, 'bidPrice': 1086.0, 'askPrice': 1087.5, 'transportFees': 1.0, 'exportTariff': 8.5, 'importTariff': -6.0, 'sunlight': 1736.7344, 'humidity': 82.88878};87600
